year,statistical_region,waste_code,type_of_waste,waste_category,total_waste_generated_stored,temporarily_stored_start_year,generated_in_the_year,temporarily_stored_end_year,total_waste_given_away,waste_treated_by_original_generator,waste_transferred_for_treatment_in_RS,waste_sent_for_treatment_EU,waste_sent_for_treatment_outside_EU
2016,PODRAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,20.88,29.46,8.580000000000002,NA,NA,NA,NA,NA,NA
2016,PODRAVSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,0,436.034,436.034,NA,NA,NA,NA,NA,NA
2016,PODRAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,138.828,161.517,22.689,NA,NA,NA,NA,NA,NA
2016,PODRAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,16.881,2163.369,2146.4880000000003,NA,NA,NA,NA,NA,NA
2016,PODRAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,0,1.47,1.47,NA,NA,NA,NA,NA,NA
2016,POMURSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2.907,24.942,22.035,NA,NA,NA,NA,NA,NA
2016,POMURSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,23.422,9.69,-13.732,NA,NA,NA,NA,NA,NA
2016,POMURSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0,1.568,1.568,NA,NA,NA,NA,NA,NA
2016,POMURSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,0,0,0,NA,NA,NA,NA,NA,NA
2016,POSAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,65.202,40.065,-25.137000000000004,NA,NA,NA,NA,NA,NA
2016,POSAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,0.772,28.48,27.708000000000002,NA,NA,NA,NA,NA,NA
2016,POSAVSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,5.12,0,-5.12,NA,NA,NA,NA,NA,NA
2016,POSAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1.07,2.391,1.321,NA,NA,NA,NA,NA,NA
2016,POSAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,21.76,1.4,-20.360000000000003,NA,NA,NA,NA,NA,NA
2016,POSAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,5.46,0.76,-4.7,NA,NA,NA,NA,NA,NA
2016,PRIMORSKO-NOTRANJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0,19.6,19.6,NA,NA,NA,NA,NA,NA
2016,PRIMORSKO-NOTRANJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,0,1.24,1.24,NA,NA,NA,NA,NA,NA
2016,PRIMORSKO-NOTRANJSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,0,0.22,0.22,NA,NA,NA,NA,NA,NA
2016,SAVINJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.514,3.398,1.884,NA,NA,NA,NA,NA,NA
2016,SAVINJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,0,3.4,3.4,NA,NA,NA,NA,NA,NA
2016,SAVINJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0,0.63,0.63,NA,NA,NA,NA,NA,NA
2016,SAVINJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,158.4,124.47999999999999,-33.92,NA,NA,NA,NA,NA,NA
2016,SAVINJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,6.86,6.86,0,NA,NA,NA,NA,NA,NA
2016,ZASAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,15.474,22.114,6.640000000000001,NA,NA,NA,NA,NA,NA
2016,ZASAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,21.63,0,-21.63,NA,NA,NA,NA,NA,NA
2016,ZASAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,21.741,25.509,3.7680000000000007,NA,NA,NA,NA,NA,NA
2016,ZASAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,2.49,0,-2.49,NA,NA,NA,NA,NA,NA
2016,ZASAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,0,0,0,NA,NA,NA,NA,NA,NA
2017,GORENJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.56,0.017,-0.543,NA,NA,NA,NA,NA,NA
2017,GORENJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,17,94.68,77.68,NA,NA,NA,NA,NA,NA
2017,GORENJSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,0,0.984,0.984,NA,NA,NA,NA,NA,NA
2017,GORENJSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,0,2.396,2.396,NA,NA,NA,NA,NA,NA
2017,GORENJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,6.45,81.08,74.63,NA,NA,NA,NA,NA,NA
2017,GORENJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,195.5,450,254.5,NA,NA,NA,NA,NA,NA
2017,GORENJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,0,151.453,151.453,NA,NA,NA,NA,NA,NA
2017,GORIŠKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,2.86,0,-2.86,NA,NA,NA,NA,NA,NA
2017,GORIŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,8.21,56.304,48.094,NA,NA,NA,NA,NA,NA
2017,GORIŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,64.725,62.964,-1.760999999999999,NA,NA,NA,NA,NA,NA
2017,GORIŠKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,895.799,1015.0509999999999,119.25199999999998,NA,NA,NA,NA,NA,NA
2017,GORIŠKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,2.149,6.226,4.077,NA,NA,NA,NA,NA,NA
2017,GORIŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,15.943,28.063,12.12,NA,NA,NA,NA,NA,NA
2017,GORIŠKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,374.8,192.48,-182.32000000000002,NA,NA,NA,NA,NA,NA
2017,GORIŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,11.947,10.5,-1.4469999999999992,NA,NA,NA,NA,NA,NA
2017,JUGOVZHODNASLOVENIJA,03 01 01,Bark and Cork Waste (03 01 01),Wood/Paper Production Waste,0.157,0.236,0.07899999999999999,NA,NA,NA,NA,NA,NA
2017,JUGOVZHODNASLOVENIJA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,513.3,3383.873,2870.5730000000003,NA,NA,NA,NA,NA,NA
2017,JUGOVZHODNASLOVENIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,8.433,6.377000000000001,-2.056,NA,NA,NA,NA,NA,NA
2017,JUGOVZHODNASLOVENIJA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,5.08,54.32,49.24,NA,NA,NA,NA,NA,NA
2017,JUGOVZHODNASLOVENIJA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,0,27.676,27.676,NA,NA,NA,NA,NA,NA
2017,JUGOVZHODNASLOVENIJA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,49.595,235.075,185.48,NA,NA,NA,NA,NA,NA
2017,KOROŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,28.321,25.076,-3.245000000000001,NA,NA,NA,NA,NA,NA
2017,KOROŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,27.66,0,-27.66,NA,NA,NA,NA,NA,NA
2017,KOROŠKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,12,8,-4,NA,NA,NA,NA,NA,NA
2017,KOROŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,8.863,15.181,6.318,NA,NA,NA,NA,NA,NA
2017,OBALNO-KRAŠKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,109.5,130,20.5,NA,NA,NA,NA,NA,NA
2017,OBALNO-KRAŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,41.4,41.4,0,NA,NA,NA,NA,NA,NA
2017,OSREDNJESLOVENSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,11.298,14.754,3.456,NA,NA,NA,NA,NA,NA
2017,OSREDNJESLOVENSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,30.445999999999998,76.457,46.010999999999996,NA,NA,NA,NA,NA,NA
2017,OSREDNJESLOVENSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,1.68,17.22,15.540000000000001,NA,NA,NA,NA,NA,NA
2017,OSREDNJESLOVENSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,2.4699999999999998,0,-2.4699999999999998,NA,NA,NA,NA,NA,NA
2017,OSREDNJESLOVENSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,16.181,0,-16.181,NA,NA,NA,NA,NA,NA
2017,OSREDNJESLOVENSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1.06,20.36,19.3,NA,NA,NA,NA,NA,NA
2017,PODRAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,28.403999999999996,115.871,87.467,NA,NA,NA,NA,NA,NA
2017,PODRAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,29.46,24.37,-5.089999999999999,NA,NA,NA,NA,NA,NA
2017,PODRAVSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,436.034,595.794,159.76000000000002,NA,NA,NA,NA,NA,NA
2017,PODRAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,161.517,23.923,-137.594,NA,NA,NA,NA,NA,NA
2017,PODRAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,2163.369,0,-2163.369,NA,NA,NA,NA,NA,NA
2017,PODRAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1.47,325.46299999999997,323.993,NA,NA,NA,NA,NA,NA
2017,POMURSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,9.69,15.82,6.130000000000001,NA,NA,NA,NA,NA,NA
2017,POMURSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1.568,12.75,11.182,NA,NA,NA,NA,NA,NA
2017,POSAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,40.065,36.62,-3.4450000000000003,NA,NA,NA,NA,NA,NA
2017,POSAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,28.48,9.02,-19.46,NA,NA,NA,NA,NA,NA
2017,POSAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,2.391,3.891,1.5,NA,NA,NA,NA,NA,NA
2017,POSAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1.4,3.5,2.1,NA,NA,NA,NA,NA,NA
2017,POSAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,0.76,1.92,1.16,NA,NA,NA,NA,NA,NA
2017,PRIMORSKO-NOTRANJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,19.6,5,-14.6,NA,NA,NA,NA,NA,NA
2017,PRIMORSKO-NOTRANJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,1.24,0,-1.24,NA,NA,NA,NA,NA,NA
2017,PRIMORSKO-NOTRANJSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,0.22,0,-0.22,NA,NA,NA,NA,NA,NA
2017,SAVINJSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,0,11.5,11.5,NA,NA,NA,NA,NA,NA
2017,SAVINJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,3.398,34.044999999999995,30.647,NA,NA,NA,NA,NA,NA
2017,SAVINJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,3.4,14.301,10.901,NA,NA,NA,NA,NA,NA
2017,SAVINJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,0,27.344,27.344,NA,NA,NA,NA,NA,NA
2017,SAVINJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0.63,0.44,-0.19,NA,NA,NA,NA,NA,NA
2017,SAVINJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,124.47999999999999,176.91,52.43000000000001,NA,NA,NA,NA,NA,NA
2017,SAVINJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,6.86,15.36,8.5,NA,NA,NA,NA,NA,NA
2017,ZASAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,22.114,22.114,0,NA,NA,NA,NA,NA,NA
2017,ZASAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,25.509,25.509,0,NA,NA,NA,NA,NA,NA
2017,ZASAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,0,4.57,4.57,NA,NA,NA,NA,NA,NA
2018,GORENJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.017,0,-0.017,NA,NA,NA,NA,NA,NA
2018,GORENJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,0,33.97,33.97,NA,NA,NA,NA,NA,NA
2018,GORENJSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,2.396,0,-2.396,NA,NA,NA,NA,NA,NA
2018,GORENJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,450,0,-450,NA,NA,NA,NA,NA,NA
2018,GORENJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,151.453,0,-151.453,NA,NA,NA,NA,NA,NA
2018,GORIŠKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,0,1.42,1.42,NA,NA,NA,NA,NA,NA
2018,GORIŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,56.304,61.118,4.813999999999998,NA,NA,NA,NA,NA,NA
2018,GORIŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,62.964,1.38,-61.583999999999996,NA,NA,NA,NA,NA,NA
2018,GORIŠKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,1015.0509999999999,895.186,-119.86499999999994,NA,NA,NA,NA,NA,NA
2018,GORIŠKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,6.226,0.636,-5.59,NA,NA,NA,NA,NA,NA
2018,GORIŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,28.063,24.34,-3.722999999999999,NA,NA,NA,NA,NA,NA
2018,GORIŠKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,192.48,702.88,510.4,NA,NA,NA,NA,NA,NA
2018,GORIŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,10.5,20,9.5,NA,NA,NA,NA,NA,NA
2018,JUGOVZHODNASLOVENIJA,03 01 01,Bark and Cork Waste (03 01 01),Wood/Paper Production Waste,0.236,0.248,0.01200000000000001,NA,NA,NA,NA,NA,NA
2018,JUGOVZHODNASLOVENIJA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,3383.873,8044.624,4660.750999999999,NA,NA,NA,NA,NA,NA
2018,JUGOVZHODNASLOVENIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,6.377000000000001,26.993,20.616,NA,NA,NA,NA,NA,NA
2018,JUGOVZHODNASLOVENIJA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,54.32,50.830000000000005,-3.4899999999999993,NA,NA,NA,NA,NA,NA
2018,JUGOVZHODNASLOVENIJA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,27.676,48.5,20.824,NA,NA,NA,NA,NA,NA
2018,JUGOVZHODNASLOVENIJA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,235.075,1386.355,1151.28,NA,NA,NA,NA,NA,NA
2018,KOROŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,25.076,25.076,0,NA,NA,NA,NA,NA,NA
2018,KOROŠKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,8,10.7,2.6999999999999993,NA,NA,NA,NA,NA,NA
2018,KOROŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,15.181,15.181,0,NA,NA,NA,NA,NA,NA
2018,OBALNO-KRAŠKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,130,100.05,-29.950000000000003,NA,NA,NA,NA,NA,NA
2018,OBALNO-KRAŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0,2.5,2.5,NA,NA,NA,NA,NA,NA
2018,OBALNO-KRAŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,41.4,41.52,0.12000000000000455,NA,NA,NA,NA,NA,NA
2018,OSREDNJESLOVENSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,14.754,26.496000000000002,11.742,NA,NA,NA,NA,NA,NA
2018,OSREDNJESLOVENSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,0.08,2.87,2.79,NA,NA,NA,NA,NA,NA
2018,OSREDNJESLOVENSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0,67.181,67.181,NA,NA,NA,NA,NA,NA
2018,PODRAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,5.55,13.838999999999999,8.289,NA,NA,NA,NA,NA,NA
2018,PODRAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,24.37,13.549999999999999,-10.820000000000002,NA,NA,NA,NA,NA,NA
2018,PODRAVSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,573.644,647.424,73.77999999999997,NA,NA,NA,NA,NA,NA
2018,PODRAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,23.923,72.072,48.149,NA,NA,NA,NA,NA,NA
2018,PODRAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,325.46299999999997,92.39,-233.07299999999998,NA,NA,NA,NA,NA,NA
2018,POMURSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1,0,-1,NA,NA,NA,NA,NA,NA
2018,POMURSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,12.75,11.778,-0.9719999999999995,NA,NA,NA,NA,NA,NA
2018,POSAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,36.62,17.969,-18.650999999999996,NA,NA,NA,NA,NA,NA
2018,POSAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,9.02,1.8399999999999999,-7.180000000000001,NA,NA,NA,NA,NA,NA
2018,POSAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,3.891,30.521,26.630000000000003,NA,NA,NA,NA,NA,NA
2018,POSAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,3.5,10,6.5,NA,NA,NA,NA,NA,NA
2018,POSAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1.92,1.26,-0.6599999999999999,NA,NA,NA,NA,NA,NA
2018,PRIMORSKO-NOTRANJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,0,5.2,5.2,NA,NA,NA,NA,NA,NA
2018,SAVINJSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,11.5,17.96,6.46,NA,NA,NA,NA,NA,NA
2018,SAVINJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,34.044999999999995,28.177,-5.867999999999998,NA,NA,NA,NA,NA,NA
2018,SAVINJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,0,9,9,NA,NA,NA,NA,NA,NA
2018,SAVINJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,14.7,26.3,11.600000000000001,NA,NA,NA,NA,NA,NA
2018,SAVINJSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,0,528.32,528.32,NA,NA,NA,NA,NA,NA
2018,SAVINJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0.44,5.456,5.016,NA,NA,NA,NA,NA,NA
2018,SAVINJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,176.91,360.728,183.81800000000004,NA,NA,NA,NA,NA,NA
2018,SAVINJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,15.36,2.15,-13.209999999999999,NA,NA,NA,NA,NA,NA
2018,ZASAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,22.114,27.133,5.018999999999998,NA,NA,NA,NA,NA,NA
