year,statistical_region,waste_code,type_of_waste,waste_category,total_waste_given_away,waste_handed_to_collectors_RS,waste_delivered_to_operators_RS,waste_sent_to_EU,waste_sent_to_non_EU
2016,GORIŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,275.29,35.23,240.06,0,0
2016,GORIŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,328.16,328.16,0,0,0
2016,GORIŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1370.507,6.86,1363.647,0,0
2016,JUGOVZHODNA SLOVENIJA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,127.67,127.67,0,0,0
2016,JUGOVZHODNA SLOVENIJA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,294.624,0,294.624,0,0
2016,JUGOVZHODNA SLOVENIJA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,295.99,0,295.99,0,0
2016,JUGOVZHODNA SLOVENIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,5.584,0,5.584,0,0
2016,JUGOVZHODNA SLOVENIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,11.36,0,11.36,0,0
2016,JUGOVZHODNA SLOVENIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,34.68,0,34.68,0,0
2016,JUGOVZHODNA SLOVENIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,48.58,0,48.58,0,0
2016,JUGOVZHODNA SLOVENIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,79.361,5.52,73.841,0,0
2016,JUGOVZHODNA SLOVENIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,99.83,4.37,95.46,0,0
2016,JUGOVZHODNA SLOVENIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,108.28,10.38,97.9,0,0
2016,JUGOVZHODNA SLOVENIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,139.517,0,139.517,0,0
2016,JUGOVZHODNA SLOVENIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,158.641,34.73,123.911,0,0
2016,JUGOVZHODNA SLOVENIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,463.805,19.07,444.735,0,0
2016,JUGOVZHODNA SLOVENIJA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,4.3,0,4.3,0,0
2016,JUGOVZHODNA SLOVENIJA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,4.73,0,4.73,0,0
2016,JUGOVZHODNA SLOVENIJA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,17.216,12.756,4.46,0,0
2016,JUGOVZHODNA SLOVENIJA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,32.347,9.037,23.31,0,0
2016,JUGOVZHODNA SLOVENIJA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,176.418,36.406,140.012,0,0
2016,JUGOVZHODNA SLOVENIJA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,256.424,0,256.424,0,0
2016,JUGOVZHODNA SLOVENIJA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,95.613,0,95.613,0,0
2016,JUGOVZHODNA SLOVENIJA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,72.985,0,72.985,0,0
2016,JUGOVZHODNA SLOVENIJA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,30.67,14.98,15.69,0,0
2016,JUGOVZHODNA SLOVENIJA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,50.166,6.94,43.226,0,0
2016,JUGOVZHODNA SLOVENIJA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,69.734,0,69.734,0,0
2016,JUGOVZHODNA SLOVENIJA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,70.851,0,70.851,0,0
2016,JUGOVZHODNA SLOVENIJA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,117.644,46.93,70.714,0,0
2016,JUGOVZHODNA SLOVENIJA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,371.937,37.206,334.731,0,0
2016,JUGOVZHODNA SLOVENIJA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1274.887,0,1274.887,0,0
2016,JUGOVZHODNA SLOVENIJA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,103.644,0,103.644,0,0
2016,JUGOVZHODNA SLOVENIJA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,104.52,0,104.52,0,0
2016,JUGOVZHODNA SLOVENIJA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,117.495,65.785,51.71,0,0
2016,JUGOVZHODNA SLOVENIJA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,234.69,0,234.69,0,0
2016,JUGOVZHODNA SLOVENIJA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,250.69,0,250.69,0,0
2016,JUGOVZHODNA SLOVENIJA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,477.885,0,477.885,0,0
2016,JUGOVZHODNA SLOVENIJA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,491.543,340.74,150.803,0,0
2016,JUGOVZHODNA SLOVENIJA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,76.4,0,76.4,0,0
2016,JUGOVZHODNA SLOVENIJA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,134.67,134.67,0,0,0
2016,JUGOVZHODNA SLOVENIJA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,181.374,0,181.374,0,0
2016,JUGOVZHODNA SLOVENIJA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,189.75,0,189.75,0,0
2016,JUGOVZHODNA SLOVENIJA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,259.2,0,259.2,0,0
2016,JUGOVZHODNA SLOVENIJA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,418.05,0,418.05,0,0
2016,KOROŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,21.083,1.032,20.051,0,0
2016,KOROŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,24.04,11.7,12.34,0,0
2016,KOROŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,28.964,0,28.964,0,0
2016,KOROŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,126.144,0,126.144,0,0
2016,KOROŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1040.737,0,1040.737,0,0
2016,KOROŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,635.02,0,635.02,0,0
2016,KOROŠKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,10,0,10,0,0
2016,KOROŠKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,26.57,0,26.57,0,0
2016,KOROŠKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,54.62,0,54.62,0,0
2016,KOROŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,7.864,0,7.864,0,0
2016,KOROŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,8.34,0,8.34,0,0
2016,KOROŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,42.119,0,42.119,0,0
2016,KOROŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,154.989,0,154.989,0,0
2016,KOROŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,158.53,0,158.53,0,0
2016,KOROŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,190.77,0,190.77,0,0
2016,KOROŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,242.12,0,242.12,0,0
2016,KOROŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,514.62,0,514.62,0,0
2016,KOROŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,654.45,0,654.45,0,0
2016,OBALNO-KRAŠKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,1842.3,0,1842.3,0,0
2016,OBALNO-KRAŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,135.62,39.24,96.38,0,0
2016,OBALNO-KRAŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,169.825,77.114,92.711,0,0
2016,OBALNO-KRAŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,174.187,174.187,0,0,0
2016,OBALNO-KRAŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,301.717,0,301.717,0,0
2016,OBALNO-KRAŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,564.771,74.71,490.061,0,0
2016,OBALNO-KRAŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,269.1,0,269.1,0,0
2016,OBALNO-KRAŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,228.322,20.38,207.942,0,0
2016,OBALNO-KRAŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,427.043,216.136,210.907,0,0
2016,OBALNO-KRAŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,963.4,963.4,0,0,0
2016,OBALNO-KRAŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1223.393,0,1223.393,0,0
2016,OBALNO-KRAŠKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,232.9,232.9,0,0,0
2016,OBALNO-KRAŠKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,394.24,0,394.24,0,0
2016,OBALNO-KRAŠKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,644.099,0,644.099,0,0
2016,OBALNO-KRAŠKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1562.55,0,1562.55,0,0
2016,OBALNO-KRAŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,9.28,9.28,0,0,0
2016,OBALNO-KRAŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,127.22,0,127.22,0,0
2016,OBALNO-KRAŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,145.74,145.74,0,0,0
2016,OBALNO-KRAŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,267.5,0,267.5,0,0
2016,OBALNO-KRAŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,606.38,0,606.38,0,0
2016,OSREDNJESLOVENSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.24,0,0.24,0,0
2016,OSREDNJESLOVENSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2.38,0,2.38,0,0
2016,OSREDNJESLOVENSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,104.24,54.301,49.939,0,0
2016,OSREDNJESLOVENSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,132.072,66.492,65.58,0,0
2016,OSREDNJESLOVENSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,134.95,134.95,0,0,0
2016,OSREDNJESLOVENSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,207.825,76.471,131.354,0,0
2016,OSREDNJESLOVENSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,293.284,0,293.284,0,0
2016,OSREDNJESLOVENSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,558.478,328.018,230.46,0,0
2016,OSREDNJESLOVENSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2632.394,1233.242,1399.152,0,0
2016,OSREDNJESLOVENSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,4017.327,348.89,3668.437,0,0
2016,OSREDNJESLOVENSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,10566.835,0,10566.835,0,0
2016,OSREDNJESLOVENSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,0.2,0.2,0,0,0
2016,OSREDNJESLOVENSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,22.23,12.52,9.71,0,0
2016,OSREDNJESLOVENSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,41,0,41,0,0
2016,OSREDNJESLOVENSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,205.51,7.12,198.39,0,0
2016,OSREDNJESLOVENSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,635.33,0,635.33,0,0
2016,OSREDNJESLOVENSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,1087.135,0,1087.135,0,0
2016,OSREDNJESLOVENSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,5.3,0,5.3,0,0
2016,OSREDNJESLOVENSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,596.922,0,596.922,0,0
2016,OSREDNJESLOVENSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,2046.959,0,2046.959,0,0
2016,OSREDNJESLOVENSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,219.234,137.82,81.414,0,0
2016,OSREDNJESLOVENSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,676.59,676.59,0,0,0
2016,OSREDNJESLOVENSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,779.314,247.48,531.834,0,0
2016,OSREDNJESLOVENSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,792.129,497.879,294.25,0,0
2016,OSREDNJESLOVENSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,950.271,897.62,52.651,0,0
2016,OSREDNJESLOVENSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1242.513,0,1242.513,0,0
2016,OSREDNJESLOVENSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1907.351,0,1907.351,0,0
2016,OSREDNJESLOVENSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,9780.716,7424.488,2356.228,0,0
2016,OSREDNJESLOVENSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,31100.217,0,31100.217,0,0
2016,OSREDNJESLOVENSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,17.36,0,17.36,0,0
2016,OSREDNJESLOVENSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,38.652,0,38.652,0,0
2016,OSREDNJESLOVENSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,123.92,0,123.92,0,0
2016,OSREDNJESLOVENSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,242.63,0,242.63,0,0
2016,OSREDNJESLOVENSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,269.44,0,269.44,0,0
2016,OSREDNJESLOVENSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,712.46,0,712.46,0,0
2016,OSREDNJESLOVENSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,3583.602,0,3583.602,0,0
2016,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,13.2,0,13.2,0,0
2016,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,93.16,0,93.16,0,0
2016,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,131.242,131.242,0,0,0
2016,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,198.56,0,198.56,0,0
2016,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1207.56,0,1207.56,0,0
2016,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1444.13,0,1444.13,0,0
2016,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,4883.1,0,4883.1,0,0
2016,PODRAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.388,0,0.388,0,0
2016,PODRAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2.5,0,2.5,0,0
2016,PODRAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,51.474,0,51.474,0,0
2016,PODRAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,108.676,14.36,94.316,0,0
2016,PODRAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,314.06,0,314.06,0,0
2016,PODRAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,339.125,0,339.125,0,0
2016,PODRAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,354.02,16.17,337.85,0,0
2016,PODRAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,676.874,46.92,629.954,0,0
2016,PODRAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1999.12,644.067,999.232,355.821,0
2016,PODRAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,1.05,0,1.05,0,0
2016,PODRAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,6.1,0,6.1,0,0
2016,PODRAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,49.8,0,49.8,0,0
2016,PODRAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,131.186,0.14,51.5,79.546,0
2016,PODRAVSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,60.73,0,60.73,0,0
2016,PODRAVSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,12.3,0,12.3,0,0
2016,PODRAVSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,2370.266,0,2139.586,230.68,0
2016,PODRAVSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,0.46,0,0,0.46,0
2016,PODRAVSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,21.66,0,21.66,0,0
2016,PODRAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1.16,0,1.16,0,0
2016,PODRAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1.23,0,1.23,0,0
2016,PODRAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,109.612,0,109.612,0,0
2016,PODRAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,621.576,148.62,472.956,0,0
2016,PODRAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,709.88,0,709.88,0,0
2016,PODRAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,869.289,42.392,826.897,0,0
2016,PODRAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1479.278,0,1479.278,0,0
2016,PODRAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,2129.403,460.605,1668.798,0,0
