year,statistical_region,waste_code,type_of_waste,waste_category,total_waste_received,untreated_waste_from_storage_start_year,waste_received_own_waste,waste_received_from_generators,waste_received_from_collectors,waste_received_from_treatment,waste_received_from_EU,waste_received_from_non_EU
2016,POMURSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,357.576,0,0.018,0,0,357.558,0,0
2016,POMURSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1815.96,0,0,1676.011,122.40899999999999,17.54,0,0
2016,POMURSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,80.92,0,0,80.92,0,0,0,0
2016,POMURSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,4.362,0,0,4.362,0,0,0,0
2016,POSAVSKA,03 03 01,Bark and Wood Waste from Pulp/Paper Production (03 03 01),Wood/Paper Production Waste,23065,0,23065,0,0,0,0,0
2016,POSAVSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,433.653,0,0,433.653,0,0,0,0
2016,POSAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2295.292,0,0,674.578,748.019,872.6949999999999,0,0
2016,POSAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,380.677,0,254,116.89699999999999,9.78,0,0,0
2016,POSAVSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,10.34,0,0,10.34,0,0,0,0
2016,POSAVSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,52293.649,0,0,5177.232,24.156,209.63,23897.261000000002,22985.37
2016,POSAVSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,176.69,0,0,0,0,113.48,63.21,0
2016,POSAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,166015.876,0,3.5,4210.399,10774.509,11770.251,130222.792,9034.425
2016,POSAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,994.58,0,29.34,700.76,264.48,0,0,0
2016,POSAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,666.3199999999999,0,0,547.5799999999999,118.74,0,0,0
2016,PRIMORSKO-NOTRANJSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,7.15,0,0,7.15,0,0,0,0
2016,PRIMORSKO-NOTRANJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,187.02,0,0,187.02,0,0,0,0
2016,PRIMORSKO-NOTRANJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,400.726,0,0,400.726,0,0,0,0
2016,SAVINJSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,1986.21,0,0,940.155,997.535,48.52,0,0
2016,SAVINJSKA,03 01 99,Other Unspecified Wood Waste (03 01 99),Wood/Paper Production Waste,1014.61,0,0,1014.61,0,0,0,0
2016,SAVINJSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,2563.712,0,0,1602.305,325.337,0,636.07,0
2016,SAVINJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,12864.874,0,0,10558.508,1129.355,1089.144,87.867,0
2016,SAVINJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,6843.974,0,0,3728.498,1806.685,1308.791,0,0
2016,SAVINJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,273.277,0,0,116.654,156.623,0,0,0
2016,SAVINJSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,330.854,0,0,142.766,0,158.228,29.86,0
2016,SAVINJSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,5429.61,0,0,413.95,1271.359,3744.301,0,0
2016,SAVINJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,6010.0289999999995,0,0,3943.8799999999997,2058.645,7.504,0,0
2016,SAVINJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1717.485,0,0,139.928,1577.557,0,0,0
2016,SAVINJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,10274.514000000001,0,0,53.01,10197.894,23.61,0,0
2016,ZASAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,52.775999999999996,0,0,52.775999999999996,0,0,0,0
2016,ZASAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1129.0910000000001,0,0,1129.0910000000001,0,0,0,0
2016,ZASAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,323.22,0,0,323.22,0,0,0,0
2016,ZASAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,688.8249999999999,0,0,688.8249999999999,0,0,0,0
2016,NA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,328.085,0,0,168.24,113.765,46.08,0,0
2016,NA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,0.915,0,0,0,0.915,0,0,0
2016,NA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,470.44,0,0,224.4,246.04000000000002,0,0,0
2016,NA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,351.717,0,0,282.42,69.297,0,0,0
2016,NA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,2608.035,0,0,1250.875,1357.16,0,0,0
2017,GORENJSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,906.2840000000001,0,0,906.2840000000001,0,0,0,0
2017,GORENJSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,2005.844,0,0,2005.844,0,0,0,0
2017,GORENJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,5503.763,0,0,4368.5779999999995,438.029,546.191,0,150.965
2017,GORENJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,2919.582,0,0,1706.143,946.889,266.55,0,0
2017,GORENJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,873.376,0,0,375.906,497.47,0,0,0
2017,GORENJSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,3747.67,0,0,194.961,1725.566,645.994,1169.209,11.94
2017,GORENJSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,4394.802000000001,0,0,48.253,1852.14,2494.409,0,0
2017,GORENJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,4913.612,0,40.581,4329.888,423.478,119.665,0,0
2017,GORENJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1473.599,0,0,124.45,954.29,394.859,0,0
2017,GORENJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,6782.346,0,0,3917.7560000000003,2859.5699999999997,5.02,0,0
2017,GORIŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1994.793,0,0,1409.06,584.533,1.2,0,0
2017,GORIŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,450.448,0,0,450.448,0,0,0,0
2017,GORIŠKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,66.13,0,0,66.13,0,0,0,0
2017,GORIŠKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,443.08599999999996,0,0,5.307,5.37,432.409,0,0
2017,GORIŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1157.605,0,44.009,975.3130000000001,138.28300000000002,0,0,0
2017,GORIŠKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,62.19,0,0,62.19,0,0,0,0
2017,GORIŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,345.642,0,332.11,13.532,0,0,0,0
2017,JUGOVZHODNA SLOVENIJA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,2923.124,0,0,2634.909,288.215,0,0,0
2017,JUGOVZHODNA SLOVENIJA,03 01 99,Other Unspecified Wood Waste (03 01 99),Wood/Paper Production Waste,67.44,0,0,67.44,0,0,0,0
2017,JUGOVZHODNA SLOVENIJA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,2099.922,0,0,1930.461,169.46099999999998,0,0,0
2017,JUGOVZHODNA SLOVENIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,5954.942,0,0,5203.041,303.034,448.867,0,0
2017,JUGOVZHODNA SLOVENIJA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,4651.019,0,0,3010.0670000000005,947.972,692.98,0,0
2017,JUGOVZHODNA SLOVENIJA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,263.645,0,0,201.16500000000002,62.48,0,0,0
2017,JUGOVZHODNA SLOVENIJA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,55.54,0,46.168,9.372,0,0,0,0
2017,JUGOVZHODNA SLOVENIJA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,1794.46,0,1.6,52.99,895.96,843.91,0,0
2017,JUGOVZHODNA SLOVENIJA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,2393.284,0,68.731,2223.331,78.96199999999999,0,22.26,0
2017,JUGOVZHODNA SLOVENIJA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,3567.716,0,0,3251.868,315.848,0,0,0
2017,JUGOVZHODNA SLOVENIJA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1644.915,0,189.88,570.135,884.9,0,0,0
2017,KOROŠKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,2082.01,0,0,2082.01,0,0,0,0
2017,KOROŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1240.279,0,4.656,1039.545,192.408,3.67,0,0
2017,KOROŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,162.325,0,0,162.325,0,0,0,0
2017,KOROŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,708.58,0,228.226,480.35400000000004,0,0,0,0
2017,KOROŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1838.23,0,0,1838.23,0,0,0,0
2017,OBALNO-KRAŠKA,03 03 01,Bark and Wood Waste from Pulp/Paper Production (03 03 01),Wood/Paper Production Waste,1.432,0,0,1.432,0,0,0,0
2017,OBALNO-KRAŠKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,1180.139,0,0,1180.139,0,0,0,0
2017,OBALNO-KRAŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,4973.088,0,0,2878.4120000000003,574.5699999999999,1495.346,24.76,0
2017,OBALNO-KRAŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,827.1469999999999,0,0,813.947,13.2,0,0,0
2017,OBALNO-KRAŠKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,40.076,0,0,40.076,0,0,0,0
2017,OBALNO-KRAŠKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,8.677,0,0,8.677,0,0,0,0
2017,OBALNO-KRAŠKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,9.203,0,0,9.203,0,0,0,0
2017,OBALNO-KRAŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,2123.683,0,33.669,1508.801,109.876,274.447,196.89000000000001,0
2017,OBALNO-KRAŠKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1519.7800000000002,0,0,1035.58,484.2,0,0,0
2017,OBALNO-KRAŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,88.386,0,0,85.18599999999999,3.2,0,0,0
2017,OSREDNJESLOVENSKA,02 01 07,Forestry Waste (02 01 07),Agricultural/Forestry Waste,97.42,0,0,97.42,0,0,0,0
2017,OSREDNJESLOVENSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,772.16,0,0,759.38,12.78,0,0,0
2017,OSREDNJESLOVENSKA,03 01 99,Other Unspecified Wood Waste (03 01 99),Wood/Paper Production Waste,0.612,0,0,0.612,0,0,0,0
2017,OSREDNJESLOVENSKA,03 03 01,Bark and Wood Waste from Pulp/Paper Production (03 03 01),Wood/Paper Production Waste,10.78,0,0,10.78,0,0,0,0
2017,OSREDNJESLOVENSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,3911.931,0,0,551.764,117.62,0,811.407,2431.14
2017,OSREDNJESLOVENSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,55798.861,0,6828.741,19290.907,16409.051,5372.159000000001,6252.043,1645.96
2017,OSREDNJESLOVENSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,10080.975,0,0,4160.43,2274.74,3645.805,0,0
2017,OSREDNJESLOVENSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,2185.326,0,0,1932.478,114.80799999999999,138.04,0,0
2017,OSREDNJESLOVENSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,38408.567,0,0,182.58,10542.501,17572.999,9875.027,235.46
2017,OSREDNJESLOVENSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,94.43,0,0,8.1,0,86.33,0,0
2017,OSREDNJESLOVENSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,87939.80900000001,0,112.63,14593.598,40898.147000000004,25778.54,6556.894,0
2017,OSREDNJESLOVENSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,24958.849,0,0,14986.268999999998,4950.35,5022.23,0,0
2017,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,9595.433,0,184.77,8052.7029999999995,1357.96,0,0,0
2017,PODRAVSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,328.18,0,0,0,5.38,322.8,0,0
2017,PODRAVSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,3503.8109999999997,0,0,3405.971,97.84,0,0,0
2017,PODRAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,12551.135,0,676.1899999999999,8526.778,2395.252,866.9150000000001,74.84,11.16
2017,PODRAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,1167.509,0,7.32,1078.229,81.96000000000001,0,0,0
2017,PODRAVSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,365.04,0,0,365.04,0,0,0,0
2017,PODRAVSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,7870.240000000001,0,0,0.58,0,672.1,7197.56,0
2017,PODRAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,19494.404,0,6156.331,7547.553,2645.124,645.071,2475.825,24.5
2017,PODRAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,2099.617,0,0,1313.4289999999999,627.6280000000002,158.56,0,0
2017,PODRAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,4510.474,0,0,1750.841,2690.693,68.94,0,0
2017,POMURSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,1608.68,0,0,1608.68,0,0,0,0
2017,POMURSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,4206.376,0,0,2387.543,373.509,1445.3239999999998,0,0
2017,POMURSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,540.771,0,0,540.771,0,0,0,0
2017,POMURSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,4.7,0,0,4.7,0,0,0,0
2017,POMURSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,445.694,0,0.221,0,0,445.473,0,0
2017,POMURSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,2358.88,0,19.580000000000002,1924.038,405.742,9.52,0,0
